inventory_id,merchant_id,ingredient_name,stock_quantity,unit,cost_per_unit,reorder_level,last_updated
INV0397,M0033,Coffee Beans,58,kg,643,17,23-03-2024 20:36
INV0398,M0033,Milk,97,ltr,61,14,18-04-2024 19:42
INV0399,M0033,Mixed Spices,45,grams,3,9,28-07-2024 01:25
INV0400,M0033,Tomatoes,52,kg,27,11,12-02-2025 18:13
INV0401,M0033,Rice,58,kg,52,9,03-04-2024 01:23
INV0402,M0033,Salt,30,kg,24,9,01-05-2025 02:44
INV0403,M0033,Green Chillies,92,kg,77,11,19-12-2024 23:46
INV0404,M0033,Butter,34,kg,528,5,08-01-2025 09:45
INV0405,M0033,Garlic,33,kg,86,7,01-03-2025 10:20
INV0406,M0034,Cheese,66,kg,350,12,03-06-2024 16:51
INV0407,M0034,Pizza Base,93,pcs,17,16,31-03-2024 09:23
INV0408,M0034,Eggs,194,pcs,7,6,18-04-2025 19:22
INV0409,M0034,Coffee Beans,43,kg,495,7,16-01-2024 19:40
INV0410,M0034,Tomatoes,52,kg,27,11,12-02-2025 18:13
INV0411,M0034,Sugar,9,kg,42,1,18-10-2024 07:11
INV0412,M0034,Milk,39,ltr,61,6,21-01-2025 00:08
INV0413,M0034,Burger Buns,54,pcs,7,13,25-12-2024 21:09
INV0414,M0034,Garlic,34,kg,90,6,25-06-2024 10:29
INV0415,M0034,Cheese,27,kg,385,5,25-01-2025 04:54
INV0416,M0035,Potatoes,87,kg,36,17,09-02-2025 23:25
INV0417,M0035,Cooking Oil,44,ltr,199,12,01-08-2024 23:08
INV0418,M0035,Eggs,60,pcs,7,6,05-08-2024 23:15
INV0419,M0035,Mixed Spices,11,grams,3,1,20-06-2024 00:09
INV0420,M0035,Pizza Base,132,pcs,17,8,31-03-2025 07:54
INV0421,M0035,Rice,39,kg,90,5,03-06-2024 18:41
INV0422,M0035,Chicken,73,kg,229,9,20-04-2025 22:36
INV0423,M0035,Ginger,17,kg,63,3,23-04-2024 04:30
INV0424,M0035,Flour,78,kg,38,18,27-02-2024 10:39
INV0425,M0035,Butter,33,kg,463,9,23-11-2024 18:05
INV0426,M0036,Burger Buns,159,pcs,10,16,19-12-2024 12:47
INV0427,M0036,Tea Leaves,32,kg,362,3,12-11-2024 12:45
INV0428,M0036,Green Chillies,98,kg,43,24,31-10-2024 08:35
INV0429,M0036,Pizza Base,181,pcs,27,12,29-01-2025 02:49
INV0430,M0036,Flour,30,kg,40,7,25-12-2024 21:01
INV0431,M0036,Onions,79,kg,37,19,18-04-2025 19:42
INV0432,M0036,Cooking Oil,65,ltr,106,7,12-02-2025 18:53
INV0433,M0036,Sugar,9,kg,52,2,13-02-2025 01:23
INV0434,M0036,Tea Leaves,32,kg,226,10,09-11-2024 20:30
INV0435,M0036,Eggs,54,pcs,6,16,31-03-2025 03:00
INV0436,M0037,Chicken,21,kg,278,4,21-01-2025 00:08
INV0437,M0037,Coffee Beans,58,kg,643,17,23-03-2024 20:36
INV0438,M0037,Milk,97,ltr,61,14,18-04-2024 19:42
INV0439,M0037,Mixed Spices,45,grams,3,9,28-07-2024 01:25
INV0440,M0037,Tomatoes,52,kg,27,11,12-02-2025 18:13
INV0441,M0037,Rice,58,kg,52,9,03-04-2024 01:23
INV0442,M0037,Salt,30,kg,24,9,01-05-2025 02:44
INV0443,M0037,Green Chillies,92,kg,77,11,19-12-2024 23:46
INV0444,M0037,Butter,34,kg,528,5,08-01-2025 09:45
INV0445,M0037,Garlic,33,kg,86,7,01-03-2025 10:20
INV0446,M0038,Cheese,66,kg,350,12,03-06-2024 16:51
INV0447,M0038,Pizza Base,93,pcs,17,16,31-03-2024 09:23
INV0448,M0038,Eggs,194,pcs,7,6,18-04-2025 19:22
INV0449,M0038,Coffee Beans,43,kg,495,7,16-01-2024 19:40
INV0450,M0038,Tomatoes,52,kg,27,11,12-02-2025 18:13
INV0451,M0038,Sugar,9,kg,42,1,18-10-2024 07:11
INV0452,M0038,Milk,39,ltr,61,6,21-01-2025 00:08
INV0453,M0038,Burger Buns,54,pcs,7,13,25-12-2024 21:09
INV0454,M0038,Garlic,34,kg,90,6,25-06-2024 10:29
INV0455,M0038,Cheese,27,kg,385,5,25-01-2025 04:54
INV0456,M0039,Potatoes,87,kg,36,17,09-02-2025 23:25
INV0457,M0039,Cooking Oil,44,ltr,199,12,01-08-2024 23:08
INV0458,M0039,Eggs,60,pcs,7,6,05-08-2024 23:15
INV0459,M0039,Mixed Spices,11,grams,3,1,20-06-2024 00:09
INV0460,M0039,Pizza Base,132,pcs,17,8,31-03-2025 07:54
INV0461,M0039,Rice,39,kg,90,5,03-06-2024 18:41
INV0462,M0039,Chicken,73,kg,229,9,20-04-2025 22:36
INV0463,M0039,Ginger,17,kg,63,3,23-04-2024 04:30
INV0464,M0039,Flour,78,kg,38,18,27-02-2024 10:39
INV0465,M0039,Butter,33,kg,463,9,23-11-2024 18:05
INV0466,M0040,Burger Buns,159,pcs,10,16,19-12-2024 12:47
INV0467,M0040,Tea Leaves,32,kg,362,3,12-11-2024 12:45
INV0468,M0040,Green Chillies,98,kg,43,24,31-10-2024 08:35
INV0469,M0040,Pizza Base,181,pcs,27,12,29-01-2025 02:49
INV0470,M0040,Flour,30,kg,40,7,25-12-2024 21:01
INV0471,M0040,Onions,79,kg,37,19,18-04-2025 19:42
INV0472,M0040,Cooking Oil,65,ltr,106,7,12-02-2025 18:53
INV0473,M0040,Sugar,9,kg,52,2,13-02-2025 01:23
INV0474,M0040,Tea Leaves,32,kg,226,10,09-11-2024 20:30
INV0475,M0040,Eggs,54,pcs,6,16,31-03-2025 03:00
INV0476,M0040,Chicken,21,kg,278,4,21-01-2025 00:08
INV0477,M0040,Coffee Beans,58,kg,643,17,23-03-2024 20:36
INV0478,M0040,Milk,97,ltr,61,14,18-04-2024 19:42
INV0479,M0040,Mixed Spices,45,grams,3,9,28-07-2024 01:25
INV0480,M0040,Tomatoes,52,kg,27,11,12-02-2025 18:13
INV0481,M0040,Rice,58,kg,52,9,03-04-2024 01:23
INV0482,M0040,Salt,30,kg,24,9,01-05-2025 02:44
INV0483,M0040,Green Chillies,92,kg,77,11,19-12-2024 23:46
INV0484,M0040,Butter,34,kg,528,5,08-01-2025 09:45
INV0485,M0040,Garlic,33,kg,86,7,01-03-2025 10:20
INV0486,M0040,Cheese,66,kg,350,12,03-06-2024 16:51
INV0487,M0040,Pizza Base,93,pcs,17,16,31-03-2024 09:23
INV0488,M0040,Eggs,194,pcs,7,6,18-04-2025 19:22
INV0489,M0040,Coffee Beans,43,kg,495,7,16-01-2024 19:40
INV0490,M0040,Tomatoes,52,kg,27,11,12-02-2025 18:13
INV0491,M0040,Sugar,9,kg,42,1,18-10-2024 07:11
INV0492,M0040,Milk,39,ltr,61,6,21-01-2025 00:08
INV0493,M0040,Burger Buns,54,pcs,7,13,25-12-2024 21:09
INV0494,M0040,Garlic,34,kg,90,6,25-06-2024 10:29
INV0495,M0040,Cheese,27,kg,385,5,25-01-2025 04:54
INV0496,M0040,Potatoes,87,kg,36,17,09-02-2025 23:25
INV0497,M0040,Cooking Oil,44,ltr,199,12,01-08-2024 23:08
INV0498,M0040,Eggs,60,pcs,7,6,05-08-2024 23:15
INV0499,M0040,Mixed Spices,11,grams,3,1,20-06-2024 00:09
INV0500,M0040,Pizza Base,132,pcs,17,8,31-03-2025 07:54
