item_id,merchant_id,item_name,category,selling_price,food_cost,contribution_margin,is_active,created_at
I0337,M042,Vada Pav,Snacks,79,21,58,1,2023-09-11 08:26:18
I0338,M038,Masala Chai,Beverages,111,20,91,1,2024-03-25 20:32:39
I0339,M028,Egg Biryani,Biryani,453,141,312,1,2022-08-29 07:58:07
I0340,M039,Veg Manchurian,Chinese,320,98,222,1,2022-05-27 21:50:39
I0341,M004,BBQ Chicken Pizza,Pizza,347,151,196,1,2023-03-14 11:46:48
I0342,M038,Gajar Halwa,Desserts,197,54,143,1,2022-07-06 02:48:08
I0343,M048,Fried Rice,Chinese,307,98,209,1,2022-08-06 22:55:59
I0344,M044,Idli Sambar,South Indian,178,41,137,1,2022-02-01 01:31:20
I0345,M009,Palak Paneer,Indian Main Course,268,89,179,1,2025-01-04 20:47:06
I0346,M029,Medu Vada,South Indian,163,42,121,1,2022-06-23 19:08:43
I0347,M005,Cheese Burger,Burger,163,70,93,1,2023-11-18 01:52:48
I0348,M014,Uttapam,South Indian,131,34,97,1,2023-06-19 08:28:28
I0349,M009,Coke,Beverages,125,25,100,1,2022-03-20 21:41:14
I0350,M016,Hakka Noodles,Chinese,311,78,233,1,2023-08-29 01:41:27
I0351,M047,Chilli Chicken,Chinese,183,57,126,1,2024-06-05 06:53:50
I0352,M040,Cheese Burger,Burger,252,108,144,0,2023-02-16 17:01:53
I0353,M037,Uttapam,South Indian,161,47,114,1,2023-12-25 11:01:04
I0354,M014,Filter Coffee,Beverages,77,13,64,1,2024-09-23 07:38:00
I0355,M040,Paneer Tikka Pizza,Pizza,329,142,187,1,2024-04-25 20:41:33
I0356,M003,Veggie Burger,Burger,182,82,100,1,2023-12-17 07:24:55
I0357,M002,Veggie Burger,Burger,144,71,73,1,2023-03-08 03:27:46
I0358,M002,Veggie Burger,Burger,294,141,153,1,2022-10-25 08:44:16
I0359,M047,Garlic Bread,Snacks,50,13,37,1,2024-06-15 08:17:31
I0360,M045,Paneer Tikka Pizza,Pizza,481,187,294,0,2023-09-13 22:53:24
I0361,M049,Gulab Jamun,Desserts,237,48,189,1,2024-08-28 08:03:55
I0362,M048,Chocolate Brownie,Desserts,113,26,87,1,2023-12-11 08:01:00
I0363,M007,Veggie Burger,Burger,254,116,138,1,2022-09-11 19:40:37
I0364,M032,Pepperoni Pizza,Pizza,548,243,305,1,2022-03-11 01:10:45
I0365,M032,Fried Rice,Chinese,303,101,202,1,2023-07-29 22:31:20
I0366,M028,Ice Cream,Desserts,174,47,127,0,2023-11-10 05:20:36
I0367,M021,Paneer Biryani,Biryani,250,66,184,1,2023-11-01 21:31:49
I0368,M035,Masala Dosa,South Indian,112,30,82,1,2023-10-17 17:35:26
I0369,M042,Classic Chicken Burger,Burger,244,97,147,1,2023-02-21 21:41:30
I0370,M010,Aloo Gobi,Indian Main Course,212,64,148,1,2022-12-07 23:42:07
I0371,M007,Pepperoni Pizza,Pizza,333,149,184,0,2022-06-15 13:57:09
I0372,M023,Rava Dosa,South Indian,135,27,108,0,2024-03-26 09:41:28
I0373,M010,Garlic Bread,Snacks,175,50,125,1,2024-07-02 15:38:38
I0374,M012,Chicken 65,Snacks,87,21,66,1,2022-03-29 11:33:38
I0375,M041,Paneer Butter Masala,Indian Main Course,371,147,224,1,2025-02-24 15:12:35
I0376,M021,Cheese Burger,Burger,160,79,81,1,2024-06-27 23:35:11
I0377,M044,Paneer Tikka Pizza,Pizza,598,234,364,1,2022-04-11 06:55:47
I0378,M010,Coke,Beverages,39,6,33,1,2023-01-17 18:27:54
I0379,M050,Paneer Tikka Pizza,Pizza,472,198,274,1,2023-04-23 14:51:40
I0380,M019,Coke,Beverages,117,28,89,1,2023-10-15 23:50:46
I0381,M048,Hakka Noodles,Chinese,302,79,223,1,2024-04-16 11:14:39
I0382,M038,Paneer Tikka Pizza,Pizza,398,159,239,1,2024-01-18 10:46:49
I0383,M013,Paneer Tikka Pizza,Pizza,295,132,163,1,2024-03-19 10:29:48
I0384,M042,Idli Sambar,South Indian,163,47,116,1,2022-09-09 13:27:23
I0385,M022,Gajar Halwa,Desserts,135,35,100,1,2023-08-24 14:54:47
I0386,M028,Masala Dosa,South Indian,146,38,108,1,2023-02-14 12:22:49
I0387,M035,Mutton Biryani,Biryani,383,101,282,1,2022-10-30 06:35:03
I0388,M047,Chilli Chicken,Chinese,263,81,182,1,2023-11-30 16:26:30
I0389,M012,BBQ Chicken Pizza,Pizza,427,179,248,1,2022-12-19 18:02:47
I0390,M009,Veg Biryani,Biryani,425,138,287,1,2022-04-12 10:42:12
I0391,M031,Garlic Bread,Snacks,43,14,29,1,2022-07-13 09:49:21
I0392,M049,Veggie Burger,Burger,260,118,142,1,2024-11-25 11:18:08
I0393,M023,Masala Dosa,South Indian,127,29,98,1,2025-02-16 01:32:36
I0394,M018,Masala Dosa,South Indian,62,16,46,1,2024-10-07 22:06:41
I0395,M028,Paneer Biryani,Biryani,414,117,297,0,2022-08-30 17:09:41
I0396,M043,Garlic Bread,Snacks,139,48,91,1,2023-01-26 22:39:22
I0397,M046,Aloo Gobi,Indian Main Course,143,43,100,1,2023-02-05 14:53:02
I0398,M001,Veggie Burger,Burger,130,58,72,1,2022-01-28 12:08:40
I0399,M028,Chicken 65,Snacks,72,20,52,1,2024-01-14 07:11:49
I0400,M032,Filter Coffee,Beverages,138,23,115,1,2022-06-11 06:08:42
I0401,M042,Cold Coffee,Beverages,129,28,101,1,2023-12-28 09:01:44
I0402,M008,Fried Rice,Chinese,166,44,122,1,2022-09-25 12:00:39
I0403,M048,Coke,Beverages,88,17,71,1,2023-03-14 07:31:18
I0404,M030,Rasmalai,Desserts,94,27,67,1,2023-03-31 10:52:08
I0405,M039,Pepperoni Pizza,Pizza,331,126,205,1,2022-08-14 10:26:14
I0406,M004,Hakka Noodles,Chinese,281,93,188,1,2022-05-26 09:55:01
I0407,M043,French Fries,Snacks,56,16,40,1,2023-03-18 07:58:19
I0408,M034,Paneer Tikka Pizza,Pizza,260,91,169,1,2022-07-06 08:29:52
I0409,M035,Rava Dosa,South Indian,98,28,70,1,2022-03-03 16:00:20
I0410,M037,Uttapam,South Indian,175,35,140,1,2024-11-05 03:56:56
I0411,M009,Dal Makhani,Indian Main Course,359,125,234,1,2024-09-12 04:22:36
I0412,M035,Chicken Biryani,Biryani,335,98,237,1,2022-11-06 01:36:42
I0413,M006,Cheese Burger,Burger,289,132,157,1,2023-09-03 15:22:25
I0414,M032,Pepperoni Pizza,Pizza,357,139,218,1,2023-06-21 21:06:41
I0415,M023,Garlic Bread,Snacks,43,13,30,1,2023-12-22 01:18:51
I0416,M023,Dal Makhani,Indian Main Course,88,28,60,1,2022-05-31 09:11:39
I0417,M013,Hakka Noodles,Chinese,207,63,144,1,2022-05-23 11:32:38
I0418,M028,Masala Chai,Beverages,96,16,80,1,2024-01-09 16:28:42
I0419,M012,Cold Coffee,Beverages,131,29,102,1,2023-10-19 19:13:07
I0420,M025,Pepperoni Pizza,Pizza,533,201,332,1,2022-07-26 04:36:52
I0421,M050,Double Patty Burger,Burger,221,93,128,1,2022-01-18 21:41:55
I0422,M004,Dal Makhani,Indian Main Course,181,67,114,1,2023-07-31 15:20:22
I0423,M035,Fried Rice,Chinese,219,64,155,1,2024-05-19 05:50:24
I0424,M040,Palak Paneer,Indian Main Course,154,52,102,1,2022-10-08 14:04:38
I0425,M049,Ice Cream,Desserts,236,67,169,1,2022-08-12 17:09:15
I0426,M027,Garlic Bread,Snacks,138,38,100,1,2024-07-14 07:05:59
I0427,M021,Masala Dosa,South Indian,90,21,69,1,2025-01-03 13:43:43
I0428,M023,Gulab Jamun,Desserts,129,31,98,1,2023-11-27 02:48:44
I0429,M037,Cold Coffee,Beverages,133,24,109,1,2024-11-27 15:33:01
I0430,M049,Uttapam,South Indian,74,16,58,1,2024-08-09 09:58:05
I0431,M038,Mutton Biryani,Biryani,498,134,364,1,2023-01-17 12:51:53
I0432,M043,Spring Rolls,Chinese,294,87,207,1,2023-02-04 18:24:31
I0433,M003,Aloo Gobi,Indian Main Course,159,61,98,1,2022-11-09 11:10:17
I0434,M006,Chicken Biryani,Biryani,479,142,337,1,2022-02-12 17:14:29
I0435,M045,Paneer Biryani,Biryani,257,71,186,1,2023-01-10 01:01:32
I0436,M043,Ice Cream,Desserts,232,56,176,1,2022-09-05 20:05:26
I0437,M030,Paneer Biryani,Biryani,284,79,205,1,2024-01-26 01:05:22
I0438,M048,Hakka Noodles,Chinese,279,74,205,1,2024-06-20 15:58:08
I0439,M034,Rava Dosa,South Indian,86,24,62,1,2023-07-20 20:59:48
I0440,M015,Paneer Tikka Pizza,Pizza,549,246,303,0,2023-10-21 14:29:42
I0441,M001,Garlic Naan,Indian Main Course,216,83,133,1,2023-04-05 04:00:19
I0442,M017,Uttapam,South Indian,166,41,125,1,2022-12-16 03:32:40
I0443,M044,Butter Chicken,Indian Main Course,412,143,269,1,2022-01-10 06:36:04
I0444,M008,Dal Makhani,Indian Main Course,113,44,69,1,2023-06-25 11:05:30
I0445,M037,Chicken 65,Snacks,180,56,124,1,2024-12-28 17:31:36
I0446,M032,Double Patty Burger,Burger,157,75,82,1,2022-10-08 18:17:20
I0447,M038,Filter Coffee,Beverages,93,16,77,1,2022-12-26 19:13:15
I0448,M002,French Fries,Snacks,134,38,96,1,2023-02-11 10:54:15
I0449,M050,Masala Chai,Beverages,37,9,28,1,2022-12-01 11:26:13
I0450,M002,Pepperoni Pizza,Pizza,411,184,227,1,2023-04-24 11:23:24
I0451,M014,Spring Rolls,Chinese,342,109,233,1,2024-12-21 07:21:17
I0452,M042,Classic Chicken Burger,Burger,125,61,64,1,2024-09-28 21:02:14
I0453,M028,Paneer Butter Masala,Indian Main Course,162,55,107,1,2022-04-24 06:56:10
I0454,M020,BBQ Chicken Pizza,Pizza,543,196,347,1,2023-01-31 19:43:45
I0455,M028,Margherita Pizza,Pizza,276,106,170,1,2022-02-16 00:21:29
I0456,M038,Gulab Jamun,Desserts,234,65,169,1,2025-01-20 11:39:03
I0457,M031,Filter Coffee,Beverages,100,23,77,1,2023-12-07 23:36:54
I0458,M003,Mutton Biryani,Biryani,352,113,239,0,2022-03-24 17:29:36
I0459,M041,Gajar Halwa,Desserts,151,31,120,1,2022-10-10 11:14:42
I0460,M030,Spring Rolls,Chinese,194,63,131,1,2023-06-07 03:11:57
I0461,M044,Veg Manchurian,Chinese,204,69,135,1,2024-08-07 07:39:18
I0462,M014,Paneer Tikka Pizza,Pizza,328,124,204,1,2024-12-22 08:31:10
I0463,M048,Butter Chicken,Indian Main Course,208,70,138,1,2022-07-04 08:17:59
I0464,M045,Garlic Bread,Snacks,98,29,69,1,2023-09-16 18:38:55
I0465,M037,Coke,Beverages,115,23,92,1,2023-12-18 01:22:05
I0466,M027,Coke,Beverages,43,10,33,1,2022-05-02 12:24:36
I0467,M048,BBQ Chicken Pizza,Pizza,440,185,255,1,2024-06-17 12:55:53
I0468,M034,Chicken 65,Snacks,111,33,78,1,2025-01-25 13:34:03
I0469,M009,Paneer Biryani,Biryani,451,113,338,1,2023-02-11 06:25:01
I0470,M042,French Fries,Snacks,69,21,48,1,2022-03-17 02:41:40
I0471,M001,Double Patty Burger,Burger,181,74,107,1,2024-06-14 11:28:42
I0472,M003,Chocolate Brownie,Desserts,167,35,132,1,2025-02-17 15:37:34
I0473,M044,Dal Makhani,Indian Main Course,305,103,202,1,2024-09-20 02:03:34
I0474,M024,Rava Dosa,South Indian,158,42,116,1,2023-01-03 10:04:29
I0475,M038,Chicken Biryani,Biryani,245,68,177,1,2023-12-04 14:50:41
I0476,M017,Idli Sambar,South Indian,135,39,96,1,2024-02-24 15:26:05
I0477,M036,BBQ Chicken Pizza,Pizza,470,203,267,1,2025-01-25 03:51:08
I0478,M010,Chocolate Brownie,Desserts,197,55,142,1,2024-05-08 08:17:23
I0479,M044,Chilli Chicken,Chinese,224,60,164,1,2023-03-01 10:45:35
I0480,M008,Pepperoni Pizza,Pizza,444,167,277,0,2023-01-06 04:28:40
I0481,M016,Gulab Jamun,Desserts,213,57,156,1,2024-04-28 03:47:43
I0482,M019,Classic Chicken Burger,Burger,295,122,173,1,2023-12-20 13:03:55
I0483,M006,Chocolate Brownie,Desserts,97,25,72,1,2024-07-26 20:20:08
I0484,M006,Samosa,Snacks,104,26,78,1,2023-05-20 04:31:09
I0485,M013,Classic Chicken Burger,Burger,143,61,82,1,2022-09-14 20:37:43
I0486,M040,Classic Chicken Burger,Burger,297,137,160,1,2023-11-03 08:03:09
I0487,M028,Pepperoni Pizza,Pizza,335,121,214,1,2024-08-06 12:34:06
I0488,M005,Veg Manchurian,Chinese,174,57,117,1,2024-08-31 00:50:30
I0489,M004,Vada Pav,Snacks,67,20,47,1,2022-02-14 00:54:20
I0490,M006,Chicken 65,Snacks,111,33,78,1,2023-02-11 20:25:33
I0491,M020,Ice Cream,Desserts,226,48,178,1,2024-11-30 17:12:38
I0492,M001,Pepperoni Pizza,Pizza,560,200,360,1,2024-02-09 06:38:18
I0493,M012,Fried Rice,Chinese,333,93,240,1,2023-12-21 21:29:29
I0494,M034,Aloo Gobi,Indian Main Course,241,83,158,1,2024-08-23 06:38:32
I0495,M012,Pepperoni Pizza,Pizza,593,262,331,1,2024-12-10 21:05:07
I0496,M010,Idli Sambar,South Indian,137,33,104,1,2024-04-08 00:46:22
I0497,M015,Cold Coffee,Beverages,44,7,37,1,2023-01-03 00:48:13
I0498,M046,Chocolate Brownie,Desserts,114,33,81,1,2024-06-06 08:38:27
I0499,M014,Mango Lassi,Beverages,45,10,35,1,2023-10-27 04:05:56
I0500,M037,Veg Manchurian,Chinese,256,85,171,1,2022-11-21 13:32:31
I0501,M043,Aloo Gobi,Indian Main Course,304,107,197,1,2024-11-29 02:15:01
I0502,M029,Fried Rice,Chinese,276,78,198,1,2024-11-24 09:17:10
I0503,M006,Masala Chai,Beverages,109,21,88,1,2022-10-03 03:28:15
I0504,M005,Paneer Butter Masala,Indian Main Course,432,153,279,1,2023-03-30 09:59:00
I0505,M018,Dal Makhani,Indian Main Course,202,70,132,1,2023-04-14 06:08:45
I0506,M014,Masala Chai,Beverages,39,9,30,1,2022-08-03 20:02:56
I0507,M047,Margherita Pizza,Pizza,594,221,373,1,2023-07-03 20:44:39
I0508,M041,Dal Makhani,Indian Main Course,94,36,58,1,2025-01-21 08:34:17
I0509,M012,Rava Dosa,South Indian,122,34,88,1,2022-07-27 18:58:01
I0510,M028,Cheese Burger,Burger,275,112,163,1,2024-02-13 02:52:52
I0511,M003,Veg Manchurian,Chinese,336,86,250,1,2023-05-09 12:17:02
I0512,M019,Veggie Burger,Burger,160,69,91,1,2024-04-21 21:47:57
I0513,M042,Double Patty Burger,Burger,178,81,97,1,2024-08-02 19:14:14
I0514,M018,Veggie Burger,Burger,162,78,84,1,2023-10-07 17:50:49
I0515,M050,Samosa,Snacks,178,57,121,1,2023-02-28 05:00:03
I0516,M015,Chocolate Brownie,Desserts,85,17,68,1,2022-04-24 22:16:23
I0517,M026,Mango Lassi,Beverages,50,9,41,1,2024-01-20 09:44:49
I0518,M001,Medu Vada,South Indian,90,25,65,1,2024-04-27 04:33:54
I0519,M021,Paneer Biryani,Biryani,365,109,256,1,2023-12-25 22:02:24
I0520,M018,Paneer Tikka Pizza,Pizza,566,215,351,1,2022-05-05 12:21:16
I0521,M044,Classic Chicken Burger,Burger,165,80,85,1,2024-03-26 08:42:08
I0522,M008,Gajar Halwa,Desserts,183,39,144,1,2023-06-17 20:44:05
I0523,M037,Masala Chai,Beverages,95,21,74,1,2022-01-06 04:35:05
I0524,M044,Double Patty Burger,Burger,274,121,153,1,2024-08-25 07:44:10
I0525,M028,Medu Vada,South Indian,60,12,48,1,2022-01-14 15:33:25
I0526,M042,Chicken 65,Snacks,144,38,106,1,2022-02-28 13:00:22
I0527,M005,Gajar Halwa,Desserts,112,33,79,1,2024-06-16 08:02:49
I0528,M035,Cold Coffee,Beverages,148,36,112,1,2022-11-15 02:28:03
I0529,M017,Paneer Biryani,Biryani,405,134,271,1,2024-09-08 04:07:06
I0530,M027,Masala Dosa,South Indian,60,13,47,1,2024-07-20 03:08:43
I0531,M048,Garlic Naan,Indian Main Course,393,124,269,1,2023-09-22 00:08:07
I0532,M046,Masala Chai,Beverages,71,14,57,1,2023-08-11 05:07:41
I0533,M034,Masala Chai,Beverages,44,10,34,1,2024-11-24 00:34:38
I0534,M029,Masala Dosa,South Indian,141,30,111,1,2022-08-10 08:33:58
I0535,M012,Chilli Chicken,Chinese,157,43,114,1,2025-01-22 04:28:58
I0536,M029,Chicken 65,Snacks,142,41,101,1,2022-09-27 09:38:16
I0537,M014,Classic Chicken Burger,Burger,130,59,71,1,2023-08-24 13:15:42
I0538,M034,Mutton Biryani,Biryani,408,103,305,1,2022-12-08 11:21:38
I0539,M048,Cold Coffee,Beverages,76,16,60,1,2023-11-18 05:17:25
I0540,M025,Veg Manchurian,Chinese,297,75,222,1,2024-03-20 07:30:19
I0541,M023,Medu Vada,South Indian,70,14,56,1,2025-01-03 08:57:15
I0542,M030,Cold Coffee,Beverages,65,11,54,1,2023-10-10 22:56:44
I0543,M011,BBQ Chicken Pizza,Pizza,359,145,214,1,2022-12-10 14:47:43
I0544,M006,Rasmalai,Desserts,167,47,120,1,2023-06-02 21:30:00
I0545,M016,Vada Pav,Snacks,85,23,62,1,2023-12-09 21:44:56
I0546,M043,Butter Chicken,Indian Main Course,291,91,200,1,2025-02-23 20:44:45
I0547,M037,Classic Chicken Burger,Burger,280,138,142,1,2022-08-11 22:19:50
I0548,M014,BBQ Chicken Pizza,Pizza,383,152,231,1,2023-05-20 11:35:57
I0549,M017,French Fries,Snacks,57,15,42,1,2022-06-11 23:11:46
I0550,M028,Cold Coffee,Beverages,85,13,72,1,2022-10-17 18:23:18
I0551,M034,Masala Dosa,South Indian,178,49,129,1,2022-10-19 08:14:56
I0552,M019,Fried Rice,Chinese,214,54,160,1,2024-08-27 07:38:52
I0553,M042,Vada Pav,Snacks,55,18,37,1,2025-01-20 12:10:55
I0554,M002,Samosa,Snacks,162,51,111,1,2022-09-23 11:34:34
I0555,M035,Egg Biryani,Biryani,231,72,159,1,2025-02-21 11:24:42
I0556,M032,Butter Chicken,Indian Main Course,174,59,115,1,2022-10-21 00:14:25
I0557,M040,Double Patty Burger,Burger,252,123,129,1,2022-10-24 11:04:30
I0558,M020,Chilli Chicken,Chinese,245,63,182,1,2022-12-08 05:56:39
I0559,M041,Fried Rice,Chinese,254,72,182,1,2024-08-17 18:04:12
I0560,M010,Chicken 65,Snacks,156,53,103,1,2022-08-31 20:05:12
I0561,M030,Veg Biryani,Biryani,344,105,239,1,2022-10-15 17:06:41
I0562,M045,Vada Pav,Snacks,158,54,104,1,2023-09-23 02:08:49
I0563,M050,Mutton Biryani,Biryani,360,125,235,1,2024-05-20 11:16:32
I0564,M049,Dal Makhani,Indian Main Course,201,69,132,1,2023-02-11 06:24:20
I0565,M001,Chocolate Brownie,Desserts,187,52,135,1,2024-04-10 01:06:08
I0566,M037,Paneer Tikka Pizza,Pizza,410,148,262,1,2023-08-10 05:24:09
I0567,M015,Masala Dosa,South Indian,128,31,97,1,2024-08-09 19:27:27
I0568,M043,Rava Dosa,South Indian,88,25,63,1,2022-03-24 06:56:35
I0569,M028,Classic Chicken Burger,Burger,232,107,125,1,2023-07-04 13:35:56
I0570,M036,Veg Biryani,Biryani,277,83,194,1,2023-05-12 17:51:21
I0571,M015,Chicken 65,Snacks,94,26,68,1,2024-07-03 19:34:33
I0572,M029,Double Patty Burger,Burger,271,128,143,1,2024-09-29 19:28:56
I0573,M005,Paneer Butter Masala,Indian Main Course,110,39,71,0,2024-01-16 03:58:46
I0574,M011,Filter Coffee,Beverages,76,18,58,1,2025-02-05 04:21:47
I0575,M023,Dal Makhani,Indian Main Course,123,41,82,1,2023-07-25 11:02:36
I0576,M003,Mutton Biryani,Biryani,375,107,268,1,2022-04-01 09:49:02
I0577,M007,Samosa,Snacks,69,19,50,1,2022-05-20 00:24:39
I0578,M028,Medu Vada,South Indian,91,19,72,0,2024-03-12 09:13:48
I0579,M015,Paneer Biryani,Biryani,281,91,190,1,2023-03-18 11:37:12
I0580,M031,Rava Dosa,South Indian,76,20,56,1,2024-12-16 12:47:48
I0581,M012,Uttapam,South Indian,73,17,56,1,2022-05-15 13:33:13
I0582,M049,Coke,Beverages,37,6,31,1,2024-04-07 23:26:38
I0583,M043,Mango Lassi,Beverages,53,10,43,1,2023-01-05 09:53:40
I0584,M010,Cold Coffee,Beverages,142,24,118,1,2024-10-17 11:28:28
I0585,M005,Classic Chicken Burger,Burger,217,106,111,1,2023-03-30 18:37:52
I0586,M007,Gajar Halwa,Desserts,234,56,178,1,2022-08-24 07:10:57
I0587,M049,Ice Cream,Desserts,126,26,100,1,2024-11-23 13:25:55
I0588,M044,Mutton Biryani,Biryani,219,76,143,1,2023-05-28 15:54:31
I0589,M042,Margherita Pizza,Pizza,376,167,209,1,2024-06-06 03:34:16
I0590,M004,Aloo Gobi,Indian Main Course,172,64,108,1,2023-09-27 01:47:43
I0591,M011,Coke,Beverages,117,21,96,1,2022-08-06 23:55:40
I0592,M017,Mutton Biryani,Biryani,318,105,213,1,2022-06-21 08:59:31
I0593,M039,Medu Vada,South Indian,98,20,78,1,2022-03-04 16:35:26
I0594,M037,Idli Sambar,South Indian,120,35,85,1,2023-08-29 22:02:25
I0595,M045,Palak Paneer,Indian Main Course,244,82,162,1,2024-02-01 01:06:52
I0596,M024,Paneer Biryani,Biryani,224,77,147,1,2023-08-21 20:42:40
I0597,M034,Chicken Biryani,Biryani,285,78,207,0,2024-04-04 18:21:16
I0598,M037,Cheese Burger,Burger,236,103,133,1,2024-02-23 02:59:20
I0599,M016,Uttapam,South Indian,131,31,100,1,2022-02-14 04:07:50
I0600,M016,Ice Cream,Desserts,189,50,139,1,2022-01-16 13:50:55
I0601,M010,Spring Rolls,Chinese,232,61,171,1,2024-04-05 20:26:58
I0602,M011,Masala Chai,Beverages,135,31,104,1,2023-10-07 23:49:47
I0603,M049,Paneer Tikka Pizza,Pizza,362,160,202,1,2024-11-20 00:09:40
I0604,M005,Coke,Beverages,108,25,83,1,2024-03-14 02:29:34
I0605,M013,Coke,Beverages,134,32,102,1,2024-09-23 19:16:01
I0606,M041,Butter Chicken,Indian Main Course,372,147,225,1,2022-07-22 21:37:02
I0607,M043,Cold Coffee,Beverages,71,13,58,1,2022-10-29 16:32:31
I0608,M047,Double Patty Burger,Burger,204,93,111,1,2024-10-10 18:49:05
I0609,M025,French Fries,Snacks,74,24,50,1,2024-11-19 00:05:31
I0610,M022,Chocolate Brownie,Desserts,215,61,154,1,2025-02-19 11:26:15
I0611,M005,Veggie Burger,Burger,232,99,133,1,2022-10-31 01:17:39
I0612,M047,Paneer Biryani,Biryani,276,70,206,1,2023-09-05 18:33:10
I0613,M008,Cold Coffee,Beverages,82,13,69,1,2023-11-22 12:45:36
I0614,M001,Gulab Jamun,Desserts,227,56,171,1,2023-03-26 16:08:02
I0615,M019,Uttapam,South Indian,121,31,90,1,2024-02-20 01:55:50
I0616,M036,Aloo Gobi,Indian Main Course,158,60,98,1,2023-08-26 01:11:22
I0617,M018,Rasmalai,Desserts,241,50,191,1,2024-08-27 11:50:04
I0618,M003,Uttapam,South Indian,145,30,115,1,2023-05-13 01:45:26
I0619,M039,Cold Coffee,Beverages,111,17,94,0,2022-11-18 19:47:17
I0620,M039,Masala Chai,Beverages,127,20,107,1,2024-11-17 04:08:00
I0621,M007,Chicken 65,Snacks,117,40,77,1,2024-12-14 00:56:14
I0622,M031,Hakka Noodles,Chinese,337,92,245,1,2024-08-01 22:28:33
I0623,M005,Veggie Burger,Burger,199,87,112,1,2023-07-30 17:05:07
I0624,M032,Filter Coffee,Beverages,103,20,83,1,2024-11-21 00:17:06
I0625,M026,Pepperoni Pizza,Pizza,331,129,202,1,2023-07-09 09:07:20
I0626,M018,Uttapam,South Indian,165,43,122,1,2023-10-18 00:59:44
I0627,M043,Ice Cream,Desserts,141,33,108,1,2022-08-05 09:13:27
I0628,M004,Mango Lassi,Beverages,121,27,94,1,2023-07-05 20:49:12
I0629,M044,Paneer Tikka Pizza,Pizza,579,248,331,1,2024-08-01 10:52:57
I0630,M031,Chocolate Brownie,Desserts,241,50,191,1,2024-03-02 16:55:57
I0631,M011,Chilli Chicken,Chinese,280,95,185,1,2022-04-10 19:09:06
I0632,M025,Ice Cream,Desserts,216,60,156,1,2025-01-05 18:45:25
I0633,M044,Masala Chai,Beverages,65,10,55,1,2023-08-30 13:28:53
I0634,M006,Veg Biryani,Biryani,356,118,238,1,2023-04-22 08:23:21
I0635,M005,Garlic Naan,Indian Main Course,108,42,66,1,2024-04-26 09:42:47
I0636,M029,Spring Rolls,Chinese,256,75,181,1,2022-12-28 05:33:17
I0637,M038,Aloo Gobi,Indian Main Course,434,134,300,1,2023-11-28 18:42:43
I0638,M042,Veg Manchurian,Chinese,346,96,250,1,2022-11-24 17:29:20
I0639,M032,Hakka Noodles,Chinese,166,42,124,1,2023-11-08 18:25:47
I0640,M019,Pepperoni Pizza,Pizza,298,123,175,1,2023-03-22 18:50:21
I0641,M048,Double Patty Burger,Burger,232,100,132,1,2024-06-24 17:40:28
I0642,M007,Garlic Bread,Snacks,119,40,79,1,2023-04-25 09:59:41
I0643,M017,Mango Lassi,Beverages,71,14,57,1,2025-01-15 03:54:33
I0644,M037,French Fries,Snacks,64,17,47,1,2023-05-27 21:06:13
I0645,M011,Spring Rolls,Chinese,310,89,221,1,2023-07-21 13:16:09
I0646,M007,Mango Lassi,Beverages,57,13,44,1,2022-10-01 00:03:37
I0647,M025,Chocolate Brownie,Desserts,178,44,134,1,2024-03-04 06:26:30
I0648,M041,Gulab Jamun,Desserts,140,38,102,1,2023-09-29 15:15:54
I0649,M043,Chicken Biryani,Biryani,249,78,171,1,2023-08-31 05:21:04
I0650,M043,French Fries,Snacks,161,43,118,1,2023-12-03 17:48:03
I0651,M040,Coke,Beverages,40,9,31,1,2023-08-08 12:36:04
I0652,M023,Idli Sambar,South Indian,62,14,48,1,2024-04-19 09:33:48
I0653,M039,Gajar Halwa,Desserts,174,49,125,1,2023-05-24 02:04:59
I0654,M046,Chicken 65,Snacks,60,17,43,1,2023-01-25 20:14:39
I0655,M001,Medu Vada,South Indian,94,23,71,1,2024-04-06 21:06:29
I0656,M037,Paneer Biryani,Biryani,379,118,261,1,2024-01-26 02:29:15
I0657,M017,Margherita Pizza,Pizza,331,133,198,1,2025-01-18 15:01:23
I0658,M013,Butter Chicken,Indian Main Course,97,29,68,0,2023-10-20 07:18:50
I0659,M030,Chicken 65,Snacks,60,16,44,1,2025-01-20 11:32:40
I0660,M036,Paneer Tikka Pizza,Pizza,545,233,312,1,2024-11-07 17:48:28
I0661,M045,Margherita Pizza,Pizza,402,146,256,1,2024-07-21 22:01:15
I0662,M017,Cheese Burger,Burger,174,74,100,1,2023-07-16 20:07:00
I0663,M045,Samosa,Snacks,184,61,123,1,2024-04-02 07:16:54
I0664,M036,Coke,Beverages,30,6,24,1,2022-01-17 18:07:34
I0665,M011,Masala Chai,Beverages,105,21,84,1,2024-07-23 17:31:07
I0666,M042,Gajar Halwa,Desserts,248,74,174,1,2022-04-04 07:01:59
I0667,M003,French Fries,Snacks,138,40,98,1,2023-02-12 00:33:17
I0668,M009,Uttapam,South Indian,132,28,104,1,2023-01-26 09:36:10
I0669,M048,Medu Vada,South Indian,74,16,58,1,2023-07-15 07:19:27
I0670,M042,Aloo Gobi,Indian Main Course,410,149,261,1,2022-01-27 13:11:14
I0671,M021,Paneer Biryani,Biryani,296,92,204,1,2022-06-30 21:25:27
